DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2019-09-01 00:00:00,28844854842,209764757755,4899
2019-09-02 00:00:00,20877656710,152130180759,3790
2019-09-03 00:00:00,21738255276,169250016954,3954
2019-09-04 00:00:00,31948885711,188175120618,4539
2019-09-05 00:00:00,32650036170,201411967513,4856
2019-09-06 00:00:00,25400333185,165290040133,3747
2019-09-07 00:00:00,20656011478,102181700904,2811
2019-09-08 00:00:00,24600683912,148581606425,3608
2019-09-09 00:00:00,14019474659,137100690019,3400
2019-09-10 00:00:00,28957146975,174118833246,4080
2019-09-11 00:00:00,31618943167,199646962038,4935
2019-09-12 00:00:00,27546264228,184733547305,4867
2019-09-13 00:00:00,28897123716,204822307167,5104
2019-09-14 00:00:00,39292807015,152561205963,4337
2019-09-15 00:00:00,40275029737,224663543381,5066
2019-09-16 00:00:00,29863594973,179914090593,4257
2019-09-17 00:00:00,27063026085,153595913162,4042
2019-09-18 00:00:00,30969533833,161872962651,4592
2019-09-19 00:00:00,22762586984,154670332173,4234
2019-09-20 00:00:00,34248512233,204559753961,5833
2019-09-21 00:00:00,32874655153,205947305576,4574
2019-09-22 00:00:00,37533634363,196822182339,5076
2019-09-23 00:00:00,26699186374,167293319872,4236
2019-09-24 00:00:00,31901678065,154585528163,4672
2019-09-25 00:00:00,22002607414,185057405926,5249
2019-09-26 00:00:00,21414369137,196280836203,4727
2019-09-27 00:00:00,40344415384,236862056582,6832
2019-09-28 00:00:00,30510173748,169411380224,4874
2019-09-29 00:00:00,37544501861,205033669210,4970
2019-09-30 00:00:00,18739481906,138118764842,4051
