DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2019-07-01 00:00:00,5787447174,46520775452,1590
2019-07-02 00:00:00,16010421249,98026446048,3624
2019-07-03 00:00:00,23768337273,109063982026,4192
2019-07-04 00:00:00,24736955385,142413416046,4126
2019-07-05 00:00:00,30343411990,120185220071,4053
2019-07-06 00:00:00,26485214403,128827020426,3555
2019-07-07 00:00:00,15533208061,87246226172,3227
2019-07-08 00:00:00,29499256314,152003470397,3898
2019-07-09 00:00:00,26781765727,130604140520,3964
2019-07-10 00:00:00,26021874971,138684362105,4366
2019-07-11 00:00:00,31740565307,165543698537,4284
2019-07-12 00:00:00,31368991760,141714238405,3756
2019-07-13 00:00:00,21959708039,114342586309,3015
2019-07-14 00:00:00,40889659718,151202762949,4471
2019-07-15 00:00:00,25286365962,139877328930,4434
2019-07-16 00:00:00,35182543638,165316137518,4705
2019-07-17 00:00:00,37311589481,206776859521,5001
2019-07-18 00:00:00,35505602543,166303168728,4856
2019-07-19 00:00:00,28515999569,167403294818,4406
2019-07-20 00:00:00,48426085433,189023678733,6315
2019-07-21 00:00:00,38492730693,200354388806,5475
2019-07-22 00:00:00,40516533261,200163026880,4809
2019-07-23 00:00:00,40017163976,159243625390,4646
2019-07-24 00:00:00,33493726285,160992078484,4887
2019-07-25 00:00:00,33547011868,190541032861,4866
2019-07-26 00:00:00,52732198444,188396759148,5018
2019-07-27 00:00:00,29488252588,132970512008,3877
2019-07-28 00:00:00,35524271304,193288369822,4751
2019-07-29 00:00:00,38726396379,185048812265,4828
2019-07-30 00:00:00,28450703908,173527222235,4591
2019-07-31 00:00:00,31194232814,202361484754,4827
