DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2019-04-01 00:00:00,16814789987,114151086083,4409
2019-04-02 00:00:00,23185837614,126441849628,4560
2019-04-03 00:00:00,16804713724,141748112167,4132
2019-04-04 00:00:00,23187264139,130866123251,4932
2019-04-05 00:00:00,20051876928,122742208017,4256
2019-04-06 00:00:00,25124108202,117126248734,4963
2019-04-07 00:00:00,30563871327,120173457363,5018
2019-04-08 00:00:00,20276100315,148221608005,5503
2019-04-09 00:00:00,22182169238,143750544323,5436
2019-04-10 00:00:00,19240528729,131174223020,3919
2019-04-11 00:00:00,14621003204,135139117268,3653
2019-04-12 00:00:00,17077893716,100585809418,3798
2019-04-13 00:00:00,9728761239,81750172049,2858
2019-04-14 00:00:00,19365972619,108677327243,4065
2019-04-15 00:00:00,26353538139,134855430893,5425
2019-04-16 00:00:00,27108512713,146815661619,5515
2019-04-17 00:00:00,32587427067,157015731634,6180
2019-04-18 00:00:00,34106700813,140645549685,5469
2019-04-19 00:00:00,47232376616,171875606155,6610
2019-04-20 00:00:00,48214637579,181137422859,6736
2019-04-21 00:00:00,67087687570,194826006484,7100
2019-04-22 00:00:00,32772315023,140398126113,5694
2019-04-23 00:00:00,9686240878,83066114732,2844
2019-04-24 00:00:00,31277430804,166825940618,5832
2019-04-25 00:00:00,40087482500,198599640950,7016
2019-04-26 00:00:00,33841273119,193270224705,7333
2019-04-27 00:00:00,37580760517,146494391991,6245
2019-04-28 00:00:00,27869149924,137185869400,4919
2019-04-29 00:00:00,11413337698,127368684270,3508
2019-04-30 00:00:00,18920468196,117685227130,4084
