DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2018-12-01 00:00:00,14611706344,90676209145,3193
2018-12-02 00:00:00,10123430551,81345446767,2646
2018-12-03 00:00:00,11517720101,123372655119,2976
2018-12-04 00:00:00,14671652573,145216782796,4156
2018-12-05 00:00:00,13880998206,137395603099,3830
2018-12-06 00:00:00,14315670829,149746156504,4117
2018-12-07 00:00:00,23367873249,129370209388,4229
2018-12-08 00:00:00,38455218632,138560782733,5663
2018-12-09 00:00:00,23026310092,130461213681,4028
2018-12-10 00:00:00,14191228397,121375363770,3491
2018-12-11 00:00:00,9737474301,129570976836,2825
2018-12-12 00:00:00,12164149725,124865583521,3874
2018-12-13 00:00:00,10297846903,124309910527,3659
2018-12-14 00:00:00,17010163928,128103596727,3910
2018-12-15 00:00:00,11537663214,94057192406,3659
2018-12-16 00:00:00,15937983314,106493670170,3081
2018-12-17 00:00:00,12691083253,138594320504,3341
2018-12-18 00:00:00,15060741409,157903025950,4102
2018-12-19 00:00:00,12202834955,146524846730,3607
2018-12-20 00:00:00,10836531826,124478324555,3399
2018-12-21 00:00:00,10313548492,129153487828,3303
2018-12-22 00:00:00,22607162155,140066975264,3369
2018-12-23 00:00:00,16251923800,85435310880,2978
2018-12-24 00:00:00,7913163955,45961174986,1229
2018-12-25 00:00:00,8746015176,39175587393,1426
2018-12-26 00:00:00,24699457886,86617194830,2337
2018-12-27 00:00:00,16965676785,72112237051,2786
2018-12-28 00:00:00,24638647712,74850857006,3100
2018-12-29 00:00:00,14794324545,74913637457,2841
2018-12-30 00:00:00,17981416394,87070110002,2510
2018-12-31 00:00:00,27524276446,108568877569,4367
