DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2019-01-01 00:00:00,34361245943,80580191001,4133
2019-01-02 00:00:00,12548324190,102010340875,2150
2019-01-03 00:00:00,10111185433,78456857582,1803
2019-01-04 00:00:00,10745937073,53744919206,1854
2019-01-05 00:00:00,4964173570,51035572778,1309
2019-01-06 00:00:00,8640436596,55097311579,1670
2019-01-07 00:00:00,6375527470,64993012147,2034
2019-01-08 00:00:00,6894879586,81081591604,2189
2019-01-09 00:00:00,5212298438,93446188457,2237
2019-01-10 00:00:00,5195088636,80853553501,2273
2019-01-11 00:00:00,8487508546,91747689580,2330
2019-01-12 00:00:00,9755827340,76415325044,1804
2019-01-13 00:00:00,6450025915,55936384995,1906
2019-01-14 00:00:00,4895357871,85829991576,2177
2019-01-15 00:00:00,6283585462,106012401216,2485
2019-01-16 00:00:00,7194881488,94822459578,2795
2019-01-17 00:00:00,8039688752,109165399883,2906
2019-01-18 00:00:00,9582462816,103244332712,2712
2019-01-19 00:00:00,7366061590,74504300659,2109
2019-01-20 00:00:00,9106936703,69547152688,2070
2019-01-21 00:00:00,7530490072,71292292073,2401
2019-01-22 00:00:00,6461611444,92865048588,2283
2019-01-23 00:00:00,4363809333,73735654398,2012
2019-01-24 00:00:00,5052979581,88524011934,2096
2019-01-25 00:00:00,6483290822,82615909172,2406
2019-01-26 00:00:00,7611507892,53629064519,1630
2019-01-27 00:00:00,12072801254,68871893397,1966
2019-01-28 00:00:00,7433020356,82658354568,2377
2019-01-29 00:00:00,8257030243,87279143290,2410
2019-01-30 00:00:00,6429944308,83325832627,2201
2019-01-31 00:00:00,6041374630,82891034748,2354
