DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2018-07-01 00:00:00,42172194684,132059735184,4495
2018-07-02 00:00:00,32514370560,145330433566,4451
2018-07-03 00:00:00,38472200739,176349791777,5288
2018-07-04 00:00:00,41383506840,152509261519,5309
2018-07-05 00:00:00,38136943415,162362471346,4805
2018-07-06 00:00:00,49518502205,168205383210,5082
2018-07-07 00:00:00,54455546073,177026472525,6010
2018-07-08 00:00:00,49267273926,159322741378,5604
2018-07-09 00:00:00,41632034852,159428509726,5340
2018-07-10 00:00:00,39039399070,163893885212,4983
2018-07-11 00:00:00,28504408263,145494359946,4238
2018-07-12 00:00:00,46187921829,176504375920,5502
2018-07-13 00:00:00,55493471937,207257084752,6791
2018-07-14 00:00:00,62710915782,190911952967,6743
2018-07-15 00:00:00,64614934194,181826870980,5610
2018-07-16 00:00:00,49784931457,177266727728,5835
2018-07-17 00:00:00,44491458444,198836394878,5726
2018-07-18 00:00:00,34553945444,164473069445,4747
2018-07-19 00:00:00,54246534504,235530578327,6190
2018-07-20 00:00:00,53637395887,188088754899,6316
2018-07-21 00:00:00,44037607479,187832498314,5019
2018-07-22 00:00:00,54195116511,186439271614,5677
2018-07-23 00:00:00,58854057922,167394675882,5316
2018-07-24 00:00:00,46319571313,192095455189,5917
2018-07-25 00:00:00,47678990378,179276302742,6530
2018-07-26 00:00:00,54619828136,192128330085,6217
2018-07-27 00:00:00,52045575407,192318376441,6687
2018-07-28 00:00:00,65618076012,219906159009,6788
2018-07-29 00:00:00,60070819146,207071235844,5821
2018-07-30 00:00:00,51051400036,186097846859,5584
2018-07-31 00:00:00,51550036133,195891803371,5617
