"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2020-12-01 00:00:00;49;1003;229;331;3723;674;555;119;86
2020-12-02 00:00:00;55;952;205;299;3458;660;525;123;67
2020-12-03 00:00:00;54;952;219;318;3531;709;554;133;71
2020-12-04 00:00:00;86;1175;249;366;5124;1058;627;133;81
2020-12-05 00:00:00;144;1254;290;404;6216;1424;807;138;85
2020-12-06 00:00:00;90;998;226;336;4827;953;644;125;62
2020-12-07 00:00:00;64;1082;238;331;4839;875;600;144;78
2020-12-08 00:00:00;89;1085;241;343;4826;888;648;111;88
2020-12-09 00:00:00;76;1220;283;391;4980;1036;701;146;97
2020-12-11 00:00:00;71;1059;200;300;4212;772;603;107;56
2020-12-12 00:00:00;54;804;182;276;3093;627;466;114;63
2020-12-14 00:00:00;60;1012;202;304;3611;755;537;91;77
2020-12-15 00:00:00;50;967;209;297;3698;710;592;116;68
2020-12-16 00:00:00;64;1083;224;329;4110;832;605;108;79
2020-12-17 00:00:00;72;1025;207;308;4150;823;581;117;59
2020-12-18 00:00:00;77;1152;221;327;4438;899;644;106;63
2020-12-19 00:00:00;20;466;115;184;1854;354;254;52;51
2020-12-20 00:00:00;23;401;103;169;1363;281;202;64;47
2020-12-21 00:00:00;37;524;111;178;1757;361;288;51;43
2020-12-22 00:00:00;26;488;119;184;1504;295;279;66;59
2020-12-23 00:00:00;28;513;116;191;1938;311;338;49;47
2020-12-24 00:00:00;22;320;98;158;1045;225;214;46;50
2020-12-25 00:00:00;21;395;114;174;1443;305;261;55;56
2020-12-26 00:00:00;19;423;111;172;1450;295;260;51;51
2020-12-27 00:00:00;20;380;102;168;1317;258;219;64;47
2020-12-28 00:00:00;27;453;116;179;1265;253;255;60;54
2020-12-30 00:00:00;36;527;128;196;1776;361;335;62;53
2020-12-31 00:00:00;34;514;121;185;2332;410;277;61;54
