"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2018-11-01 00:00:00;542;2227;139;614;10105;2338;1562;219;103
2018-11-02 00:00:00;698;2339;169;737;12103;2960;1997;267;104
2018-11-03 00:00:00;640;2246;162;663;11511;2755;1956;263;119
2018-11-04 00:00:00;508;2403;153;881;10681;2526;1874;278;132
2018-11-05 00:00:00;380;2967;128;519;8596;2117;1602;237;120
2018-11-06 00:00:00;307;3111;125;468;8899;2023;1525;222;91
2018-11-07 00:00:00;374;3217;138;537;9531;2262;1760;241;116
2018-11-08 00:00:00;380;3210;136;512;9628;2251;1614;221;124
2018-11-09 00:00:00;445;3255;152;622;10822;2460;1778;234;149
2018-11-10 00:00:00;421;2315;122;493;8788;2001;1416;201;101
2018-11-11 00:00:00;535;2223;132;608;9934;2154;1509;206;82
2018-11-12 00:00:00;398;2863;135;774;10194;2180;1509;175;95
2018-11-13 00:00:00;279;2863;119;498;8323;1738;1528;202;109
2018-11-14 00:00:00;357;2890;128;514;9253;2066;1512;227;95
2018-11-15 00:00:00;334;3058;137;599;9758;2133;1672;249;115
2018-11-16 00:00:00;633;3596;186;871;13040;3092;2108;327;175
2018-11-17 00:00:00;544;2554;152;596;10990;2659;1759;228;96
2018-11-18 00:00:00;281;2032;107;440;7926;1686;1163;168;94
2018-11-19 00:00:00;240;2481;104;450;6902;1587;1251;204;133
2018-11-20 00:00:00;184;2384;109;442;7364;1635;1283;229;142
2018-11-21 00:00:00;319;3306;155;590;10689;2354;1795;277;191
2018-11-22 00:00:00;295;2904;140;530;9677;2132;1570;282;163
2018-11-23 00:00:00;453;3500;187;645;12789;3162;2203;326;172
2018-11-24 00:00:00;524;2595;183;631;12719;3128;2123;307;176
2018-11-25 00:00:00;410;2486;155;661;10675;2654;1766;294;153
2018-11-26 00:00:00;250;2439;131;521;8037;2010;1680;330;167
2018-11-27 00:00:00;206;2361;125;465;8262;1883;1493;296;156
2018-11-28 00:00:00;274;2815;154;579;10565;2438;1691;305;192
2018-11-29 00:00:00;227;2687;140;484;9115;2170;1634;295;198
2018-11-30 00:00:00;294;2671;157;560;10445;2405;1791;333;210
