"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2020-08-01 00:00:00;589;2445;700;931;14115;3338;1989;398;175
2020-08-02 00:00:00;407;2283;598;820;12155;2729;1739;315;157
2020-08-03 00:00:00;302;2149;472;637;9901;2199;1326;251;129
2020-08-04 00:00:00;256;2075;455;631;9456;1989;1260;255;127
2020-08-05 00:00:00;317;2164;504;670;10151;2165;1347;316;149
2020-08-06 00:00:00;442;2650;650;868;13124;2956;1841;389;166
2020-08-07 00:00:00;424;2791;684;883;13410;3088;1917;391;184
2020-08-08 00:00:00;520;2357;645;851;13778;3138;1818;363;148
2020-08-09 00:00:00;418;2155;586;779;11353;2745;1640;349;149
2020-08-10 00:00:00;301;1947;443;607;8689;1967;1227;246;126
2020-08-11 00:00:00;334;2163;493;654;9475;2190;1422;266;140
2020-08-12 00:00:00;410;2471;595;789;12400;2894;1686;335;154
2020-08-13 00:00:00;385;2166;515;721;9819;2289;1483;293;134
2020-08-14 00:00:00;545;2775;713;941;14692;3463;2111;383;167
2020-08-15 00:00:00;580;2638;709;935;16204;3680;2211;382;125
2020-08-16 00:00:00;487;2289;611;882;12925;3104;1930;305;126
2020-08-17 00:00:00;289;1791;401;556;8171;1851;1119;228;105
2020-08-18 00:00:00;300;2105;467;631;9705;2039;1300;261;123
2020-08-19 00:00:00;370;2435;548;733;11693;2517;1519;271;157
2020-08-20 00:00:00;456;2768;691;935;13934;3377;1952;404;169
2020-08-21 00:00:00;450;3117;787;1016;15230;3638;2211;430;226
2020-08-23 00:00:00;431;2138;564;763;11418;2754;1604;344;128
2020-08-24 00:00:00;301;2462;568;753;10847;2410;1581;341;158
2020-08-25 00:00:00;381;2815;632;855;13212;3013;1843;357;150
2020-08-26 00:00:00;331;2685;585;805;11521;2742;1710;329;149
2020-08-27 00:00:00;362;2884;667;865;12762;2903;1858;370;185
2020-08-28 00:00:00;429;2830;673;894;13573;3124;1942;369;169
2020-08-29 00:00:00;546;2592;682;907;14357;3295;2047;391;151
2020-08-30 00:00:00;335;2121;507;707;11060;2411;1520;259;125
2020-08-31 00:00:00;252;1921;403;562;8818;1812;1122;216;104
