"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2020-01-01 00:00:00;523;1552;395;665;9527;2472;1348;140;48
2020-01-02 00:00:00;391;966;258;389;5672;1325;826;131;57
2020-01-03 00:00:00;296;876;232;334;4285;1061;692;138;62
2020-01-04 00:00:00;386;819;240;389;4942;1240;725;105;65
2020-01-05 00:00:00;270;826;207;314;4186;960;629;112;55
2020-01-06 00:00:00;266;881;225;360;4404;1163;735;97;52
2020-01-07 00:00:00;163;1006;195;293;3777;923;644;86;45
2020-01-08 00:00:00;177;1170;218;326;4120;946;675;114;63
2020-01-09 00:00:00;193;1229;227;370;4344;984;745;114;54
2020-01-10 00:00:00;197;1394;250;385;5421;1203;780;156;55
2020-01-11 00:00:00;241;935;215;313;4110;1016;714;107;53
2020-01-12 00:00:00;206;852;191;287;3770;911;657;89;46
2020-01-13 00:00:00;174;1171;222;345;3574;942;717;123;58
2020-01-14 00:00:00;121;1196;210;307;3271;810;700;125;51
2020-01-15 00:00:00;154;1241;233;351;3963;887;690;125;65
2020-01-16 00:00:00;188;1341;248;369;5179;1132;755;128;62
2020-01-17 00:00:00;167;1260;230;349;4365;932;669;144;58
2020-01-18 00:00:00;195;914;214;319;4212;881;668;114;57
2020-01-19 00:00:00;185;681;143;238;3189;647;476;77;31
2020-01-20 00:00:00;213;1390;247;384;5287;1172;824;132;54
2020-01-21 00:00:00;164;1205;209;306;4254;934;669;115;55
2020-01-22 00:00:00;144;1415;238;363;4650;1068;760;117;67
2020-01-23 00:00:00;273;1468;320;459;6477;1644;945;149;62
2020-01-24 00:00:00;202;1421;263;382;5326;1125;831;126;63
2020-01-25 00:00:00;279;1129;281;402;5967;1300;833;149;72
2020-01-26 00:00:00;270;890;250;358;5010;1175;716;120;62
2020-01-27 00:00:00;215;1357;278;419;5382;1174;781;136;59
2020-01-28 00:00:00;164;1312;228;333;5246;1075;719;108;57
2020-01-29 00:00:00;255;1391;273;410;7015;1342;816;126;69
2020-01-30 00:00:00;289;1698;332;489;7901;1718;967;153;81
2020-01-31 00:00:00;350;1838;355;497;8518;1771;1103;160;79
