"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2020-11-01 00:00:00;55;670;201;288;2689;551;431;108;68
2020-11-02 00:00:00;60;1006;244;340;3867;706;552;118;57
2020-11-03 00:00:00;73;1065;231;334;4079;862;646;112;80
2020-11-04 00:00:00;56;914;201;283;3165;638;570;103;76
2020-11-05 00:00:00;65;1038;205;296;3921;723;555;124;65
2020-11-06 00:00:00;95;1172;238;344;4388;863;672;119;88
2020-11-07 00:00:00;81;991;236;349;4339;843;659;122;77
2020-11-08 00:00:00;73;923;209;310;4163;773;516;127;69
2020-11-09 00:00:00;61;1027;236;332;3708;730;602;135;72
2020-11-10 00:00:00;53;962;205;288;3295;646;517;124;77
2020-11-11 00:00:00;47;1010;237;343;3702;649;589;138;93
2020-11-12 00:00:00;59;1099;244;357;3985;761;625;157;88
2020-11-13 00:00:00;76;1161;262;369;4645;938;709;130;97
2020-11-14 00:00:00;97;895;222;313;4085;760;574;146;78
2020-11-15 00:00:00;28;686;173;254;2612;533;406;103;75
2020-11-16 00:00:00;58;1130;246;347;4526;890;660;135;92
2020-11-17 00:00:00;100;1168;269;394;5182;1141;681;145;88
2020-11-19 00:00:00;46;1070;246;358;3411;663;562;156;107
2020-11-20 00:00:00;73;1179;250;357;4544;949;649;136;94
2020-11-21 00:00:00;87;954;214;307;4034;802;613;105;73
2020-11-22 00:00:00;56;800;171;259;3342;603;433;107;55
2020-11-23 00:00:00;55;974;220;305;3376;610;542;139;94
2020-11-24 00:00:00;47;847;181;268;2828;525;439;112;71
2020-11-25 00:00:00;65;985;222;327;3310;676;536;114;101
2020-11-26 00:00:00;79;967;206;311;3684;748;570;114;71
2020-11-27 00:00:00;63;1080;234;339;4034;796;622;117;86
2020-11-28 00:00:00;84;950;196;282;4187;772;527;94;69
2020-11-29 00:00:00;72;857;188;292;3637;740;503;104;58
2020-11-30 00:00:00;62;1052;218;318;4020;794;568;113;77
