"date";"location";"value"
2020-07-01 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);23
2020-07-01 00:00:00;Tyršák;51
2020-07-01 00:00:00;RBNN (oblasť Rybného Námestia);15
2020-07-01 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);18
2020-07-01 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);21
2020-07-01 00:00:00;NSNP (oblasť Námestia SNP);18
2020-07-01 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);7
2020-07-01 00:00:00;NSLO (oblasť parku Námestia Slobody);4
2020-07-01 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);12
2020-07-01 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);23
2020-07-01 00:00:00;HURN (oblasť Hurbanovho námestia);9
2020-07-01 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);12
2020-07-01 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);7
2020-07-01 00:00:00;OBCH ( oblasť Obchodná ulica stred);9
2020-07-01 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);4
2020-07-01 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);2
2020-07-01 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);6
2020-07-01 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-07-01 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);10
2020-07-01 00:00:00;KNPM (oblasť Jedlíkovej ulice);2
2020-07-02 00:00:00;RBNN (oblasť Rybného Námestia);18
2020-07-02 00:00:00;HURN (oblasť Hurbanovho námestia);12
2020-07-02 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-07-02 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);10
2020-07-02 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);5
2020-07-02 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);8
2020-07-02 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);8
2020-07-02 00:00:00;OBCH ( oblasť Obchodná ulica stred);4
2020-07-02 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);8
2020-07-02 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);21
2020-07-02 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);11
2020-07-02 00:00:00;NSLO (oblasť parku Námestia Slobody);4
2020-07-02 00:00:00;Tyršák;46
2020-07-02 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);24
2020-07-02 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);9
2020-07-02 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);29
2020-07-02 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);8
2020-07-02 00:00:00;NSNP (oblasť Námestia SNP);11
2020-07-02 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);12
2020-07-02 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);8
2020-07-02 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);0
2020-07-03 00:00:00;RBNN (oblasť Rybného Námestia);9
2020-07-03 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);30
2020-07-03 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);16
2020-07-03 00:00:00;NSNP (oblasť Námestia SNP);24
2020-07-03 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);7
2020-07-03 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);7
2020-07-03 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);16
2020-07-03 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);37
2020-07-03 00:00:00;Tyršák;35
2020-07-03 00:00:00;HURN (oblasť Hurbanovho námestia);14
2020-07-03 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);7
2020-07-03 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-07-03 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);16
2020-07-03 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);15
2020-07-03 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);12
2020-07-03 00:00:00;OBCH ( oblasť Obchodná ulica stred);7
2020-07-03 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);6
2020-07-03 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);9
2020-07-03 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);13
2020-07-03 00:00:00;NSLO (oblasť parku Námestia Slobody);3
2020-07-03 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);0
2020-07-04 00:00:00;HURN (oblasť Hurbanovho námestia);20
2020-07-04 00:00:00;KNPM (oblasť Jedlíkovej ulice);2
2020-07-04 00:00:00;RBNN (oblasť Rybného Námestia);19
2020-07-04 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);32
2020-07-04 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);6
2020-07-04 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);23
2020-07-04 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);49
2020-07-04 00:00:00;OBCH ( oblasť Obchodná ulica stred);13
2020-07-04 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);16
2020-07-04 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);23
2020-07-04 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);11
2020-07-04 00:00:00;Tyršák;72
2020-07-04 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);24
2020-07-04 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);62
2020-07-04 00:00:00;NSNP (oblasť Námestia SNP);27
2020-07-04 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);14
2020-07-04 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);6
2020-07-04 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);8
2020-07-04 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);5
2020-07-04 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-07-05 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);28
2020-07-05 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);10
2020-07-05 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);39
2020-07-05 00:00:00;RBNN (oblasť Rybného Námestia);21
2020-07-05 00:00:00;NSNP (oblasť Námestia SNP);15
2020-07-05 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);13
2020-07-05 00:00:00;HURN (oblasť Hurbanovho námestia);15
2020-07-05 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);10
2020-07-05 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);45
2020-07-05 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);21
2020-07-05 00:00:00;KNPM (oblasť Jedlíkovej ulice);2
2020-07-05 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);19
2020-07-05 00:00:00;NSLO (oblasť parku Námestia Slobody);2
2020-07-05 00:00:00;OBCH ( oblasť Obchodná ulica stred);4
2020-07-05 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);7
2020-07-05 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);14
2020-07-05 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);10
2020-07-05 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);19
2020-07-05 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);9
2020-07-05 00:00:00;Tyršák;46
2020-07-06 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);21
2020-07-06 00:00:00;RBNN (oblasť Rybného Námestia);10
2020-07-06 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);15
2020-07-06 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);25
2020-07-06 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);9
2020-07-06 00:00:00;NSNP (oblasť Námestia SNP);20
2020-07-06 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);28
2020-07-06 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);4
2020-07-06 00:00:00;Tyršák;31
2020-07-06 00:00:00;HURN (oblasť Hurbanovho námestia);9
2020-07-06 00:00:00;OBCH ( oblasť Obchodná ulica stred);6
2020-07-06 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);5
2020-07-06 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);14
2020-07-06 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);10
2020-07-06 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);12
2020-07-06 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);6
2020-07-06 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);13
2020-07-06 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);5
2020-07-06 00:00:00;NSLO (oblasť parku Námestia Slobody);7
2020-07-06 00:00:00;KNPM (oblasť Jedlíkovej ulice);2
2020-07-07 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);10
2020-07-07 00:00:00;RBNN (oblasť Rybného Námestia);13
2020-07-07 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);16
2020-07-07 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);16
2020-07-07 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);5
2020-07-07 00:00:00;KNPM (oblasť Jedlíkovej ulice);3
2020-07-07 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);8
2020-07-07 00:00:00;NSNP (oblasť Námestia SNP);25
2020-07-07 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);12
2020-07-07 00:00:00;OBCH ( oblasť Obchodná ulica stred);11
2020-07-07 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);17
2020-07-07 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);27
2020-07-07 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);10
2020-07-07 00:00:00;HURN (oblasť Hurbanovho námestia);11
2020-07-07 00:00:00;Tyršák;35
2020-07-07 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);20
2020-07-07 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);15
2020-07-07 00:00:00;NSLO (oblasť parku Námestia Slobody);4
2020-07-07 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);3
2020-07-07 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);3
2020-07-08 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);17
2020-07-08 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);35
2020-07-08 00:00:00;Tyršák;60
2020-07-08 00:00:00;RBNN (oblasť Rybného Námestia);9
2020-07-08 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);5
2020-07-08 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);13
2020-07-08 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);15
