"date";"type";"name";"value"
2020-09-01 00:00:00;device_type;mobile;121
2020-09-01 00:00:00;device_type;Nan;3
2020-09-01 00:00:00;device_type;tablet;3
2020-09-01 00:00:00;device_type;desktop;5
2020-09-01 00:00:00;os;others;2
2020-09-01 00:00:00;os;iOS;36
2020-09-01 00:00:00;os;Android;88
2020-09-01 00:00:00;os;Windows;4
2020-09-01 00:00:00;os;OS X;2
2020-09-01 00:00:00;browser;Safari;37
2020-09-01 00:00:00;browser;Chrome;89
2020-09-01 00:00:00;browser;Android;1
2020-09-01 00:00:00;browser;Firefox;4
2020-09-01 00:00:00;browser;IE;1
2020-09-01 00:00:00;lang;cs;5
2020-09-01 00:00:00;lang;en;31
2020-09-01 00:00:00;lang;sk;51
2020-09-01 00:00:00;lang;ar;2
2020-09-01 00:00:00;lang;bg;1
2020-09-01 00:00:00;lang;de;28
2020-09-01 00:00:00;lang;ru;4
2020-09-01 00:00:00;lang;vi;1
2020-09-01 00:00:00;lang;sr;5
2020-09-01 00:00:00;lang;hu;1
2020-09-01 00:00:00;lang;ro;2
2020-09-01 00:00:00;lang;pl;1
2020-09-02 00:00:00;device_type;mobile;324
2020-09-02 00:00:00;device_type;tablet;3
2020-09-02 00:00:00;device_type;desktop;11
2020-09-02 00:00:00;device_type;Nan;10
2020-09-02 00:00:00;os;iOS;146
2020-09-02 00:00:00;os;others;3
2020-09-02 00:00:00;os;Android;186
2020-09-02 00:00:00;os;OS X;6
2020-09-02 00:00:00;os;Windows;6
2020-09-02 00:00:00;os;Linux;1
2020-09-02 00:00:00;browser;Safari;146
2020-09-02 00:00:00;browser;Chrome;190
2020-09-02 00:00:00;browser;Firefox;9
2020-09-02 00:00:00;browser;IE;1
2020-09-02 00:00:00;browser;Opera;1
2020-09-02 00:00:00;browser;others;1
2020-09-02 00:00:00;lang;en;76
2020-09-02 00:00:00;lang;sk;146
2020-09-02 00:00:00;lang;de;70
2020-09-02 00:00:00;lang;hu;2
2020-09-02 00:00:00;lang;sl;2
2020-09-02 00:00:00;lang;zh;2
2020-09-02 00:00:00;lang;cs;11
2020-09-02 00:00:00;lang;ru;12
2020-09-02 00:00:00;lang;it;2
2020-09-02 00:00:00;lang;nl;1
2020-09-02 00:00:00;lang;es;2
2020-09-02 00:00:00;lang;bg;1
2020-09-02 00:00:00;lang;fr;3
2020-09-02 00:00:00;lang;sr;2
2020-09-02 00:00:00;lang;ro;5
2020-09-02 00:00:00;lang;pl;5
2020-09-02 00:00:00;lang;hr;2
2020-09-02 00:00:00;lang;et;1
2020-09-02 00:00:00;lang;tr;1
2020-09-02 00:00:00;lang;uk;1
2020-09-02 00:00:00;lang;ja;1
2020-09-03 00:00:00;device_type;mobile;285
2020-09-03 00:00:00;device_type;desktop;13
2020-09-03 00:00:00;device_type;Nan;13
2020-09-03 00:00:00;os;Android;178
2020-09-03 00:00:00;os;iOS;113
2020-09-03 00:00:00;os;Windows;13
2020-09-03 00:00:00;os;OS X;6
2020-09-03 00:00:00;os;others;1
2020-09-03 00:00:00;browser;Chrome;183
2020-09-03 00:00:00;browser;Safari;114
2020-09-03 00:00:00;browser;Android;2
2020-09-03 00:00:00;browser;Firefox;10
2020-09-03 00:00:00;browser;others;1
2020-09-03 00:00:00;browser;Opera;1
2020-09-03 00:00:00;lang;sk;162
2020-09-03 00:00:00;lang;en;60
2020-09-03 00:00:00;lang;hu;3
2020-09-03 00:00:00;lang;uk;3
2020-09-03 00:00:00;lang;ru;9
2020-09-03 00:00:00;lang;de;44
2020-09-03 00:00:00;lang;hr;2
2020-09-03 00:00:00;lang;cs;9
2020-09-03 00:00:00;lang;it;2
2020-09-03 00:00:00;lang;pl;4
2020-09-03 00:00:00;lang;ar;1
2020-09-03 00:00:00;lang;bg;1
2020-09-03 00:00:00;lang;es;1
2020-09-03 00:00:00;lang;sr;3
2020-09-03 00:00:00;lang;ko;1
2020-09-03 00:00:00;lang;nb;1
2020-09-03 00:00:00;lang;zh;1
2020-09-03 00:00:00;lang;ro;3
2020-09-03 00:00:00;lang;gs;1
2020-09-04 00:00:00;device_type;Nan;18
2020-09-04 00:00:00;device_type;mobile;339
2020-09-04 00:00:00;device_type;desktop;8
2020-09-04 00:00:00;device_type;tablet;4
2020-09-04 00:00:00;os;Windows;8
2020-09-04 00:00:00;os;Android;190
2020-09-04 00:00:00;os;iOS;161
2020-09-04 00:00:00;os;others;4
2020-09-04 00:00:00;os;OS X;6
2020-09-04 00:00:00;browser;Firefox;10
2020-09-04 00:00:00;browser;Chrome;195
2020-09-04 00:00:00;browser;Safari;161
2020-09-04 00:00:00;browser;IE;1
2020-09-04 00:00:00;browser;others;1
2020-09-04 00:00:00;browser;Opera;1
2020-09-04 00:00:00;lang;de;50
2020-09-04 00:00:00;lang;sk;181
2020-09-04 00:00:00;lang;en;72
2020-09-04 00:00:00;lang;cs;19
2020-09-04 00:00:00;lang;ro;4
2020-09-04 00:00:00;lang;it;2
2020-09-04 00:00:00;lang;pt;2
2020-09-04 00:00:00;lang;es;4
2020-09-04 00:00:00;lang;ru;8
2020-09-04 00:00:00;lang;fr;3
2020-09-04 00:00:00;lang;uk;7
2020-09-04 00:00:00;lang;nl;1
2020-09-04 00:00:00;lang;pl;5
2020-09-04 00:00:00;lang;tr;1
2020-09-04 00:00:00;lang;bg;1
2020-09-04 00:00:00;lang;ar;1
2020-09-04 00:00:00;lang;hr;1
2020-09-04 00:00:00;lang;da;3
2020-09-04 00:00:00;lang;sr;2
2020-09-04 00:00:00;lang;el;1
2020-09-04 00:00:00;lang;hu;1
2020-09-05 00:00:00;device_type;mobile;415
2020-09-05 00:00:00;device_type;Nan;15
2020-09-05 00:00:00;device_type;tablet;3
2020-09-05 00:00:00;device_type;desktop;4
2020-09-05 00:00:00;os;iOS;201
2020-09-05 00:00:00;os;Android;229
2020-09-05 00:00:00;os;Windows;4
2020-09-05 00:00:00;os;OS X;2
2020-09-05 00:00:00;os;others;1
2020-09-05 00:00:00;browser;Safari;201
2020-09-05 00:00:00;browser;Chrome;228
2020-09-05 00:00:00;browser;others;1
2020-09-05 00:00:00;browser;Firefox;4
2020-09-05 00:00:00;browser;Android;3
2020-09-05 00:00:00;lang;sk;187
2020-09-05 00:00:00;lang;de;81
2020-09-05 00:00:00;lang;en;91
2020-09-05 00:00:00;lang;pt;6
2020-09-05 00:00:00;lang;uk;5
2020-09-05 00:00:00;lang;cs;17
2020-09-05 00:00:00;lang;ru;11
2020-09-05 00:00:00;lang;tr;1
2020-09-05 00:00:00;lang;lt;1
2020-09-05 00:00:00;lang;fr;4
2020-09-05 00:00:00;lang;es;4
2020-09-05 00:00:00;lang;sr;5
2020-09-05 00:00:00;lang;pl;12
2020-09-05 00:00:00;lang;bg;1
2020-09-05 00:00:00;lang;hu;2
2020-09-05 00:00:00;lang;ar;2
2020-09-05 00:00:00;lang;vi;2
