"date";"type";"name";"value"
2020-12-01 00:00:00;device_type;mobile;45
2020-12-01 00:00:00;device_type;Nan;3
2020-12-01 00:00:00;device_type;desktop;1
2020-12-01 00:00:00;os;Android;25
2020-12-01 00:00:00;os;iOS;21
2020-12-01 00:00:00;os;Windows;3
2020-12-01 00:00:00;browser;Chrome;25
2020-12-01 00:00:00;browser;Safari;21
2020-12-01 00:00:00;browser;others;2
2020-12-01 00:00:00;browser;Opera;1
2020-12-01 00:00:00;lang;sk;29
2020-12-01 00:00:00;lang;ru;2
2020-12-01 00:00:00;lang;en;11
2020-12-01 00:00:00;lang;th;1
2020-12-01 00:00:00;lang;uk;2
2020-12-01 00:00:00;lang;hr;1
2020-12-01 00:00:00;lang;de;3
2020-12-02 00:00:00;device_type;mobile;49
2020-12-02 00:00:00;device_type;Nan;4
2020-12-02 00:00:00;device_type;desktop;2
2020-12-02 00:00:00;os;Android;28
2020-12-02 00:00:00;os;iOS;22
2020-12-02 00:00:00;os;OS X;2
2020-12-02 00:00:00;os;Windows;3
2020-12-02 00:00:00;browser;Chrome;28
2020-12-02 00:00:00;browser;Safari;22
2020-12-02 00:00:00;browser;Firefox;2
2020-12-02 00:00:00;browser;others;3
2020-12-02 00:00:00;lang;en;17
2020-12-02 00:00:00;lang;sk;30
2020-12-02 00:00:00;lang;ko;1
2020-12-02 00:00:00;lang;tr;1
2020-12-02 00:00:00;lang;ru;3
2020-12-02 00:00:00;lang;uk;1
2020-12-02 00:00:00;lang;cs;1
2020-12-02 00:00:00;lang;th;1
2020-12-03 00:00:00;device_type;Nan;5
2020-12-03 00:00:00;device_type;mobile;47
2020-12-03 00:00:00;device_type;desktop;2
2020-12-03 00:00:00;os;iOS;28
2020-12-03 00:00:00;os;Android;21
2020-12-03 00:00:00;os;Windows;4
2020-12-03 00:00:00;os;OS X;1
2020-12-03 00:00:00;browser;Safari;28
2020-12-03 00:00:00;browser;Chrome;23
2020-12-03 00:00:00;browser;others;1
2020-12-03 00:00:00;browser;Firefox;2
2020-12-03 00:00:00;lang;sk;32
2020-12-03 00:00:00;lang;ru;3
2020-12-03 00:00:00;lang;en;13
2020-12-03 00:00:00;lang;vi;2
2020-12-03 00:00:00;lang;cs;1
2020-12-03 00:00:00;lang;uk;1
2020-12-03 00:00:00;lang;de;2
2020-12-04 00:00:00;device_type;mobile;82
2020-12-04 00:00:00;device_type;Nan;4
2020-12-04 00:00:00;os;Android;38
2020-12-04 00:00:00;os;iOS;45
2020-12-04 00:00:00;os;Windows;3
2020-12-04 00:00:00;browser;Chrome;39
2020-12-04 00:00:00;browser;Safari;45
2020-12-04 00:00:00;browser;others;2
2020-12-04 00:00:00;lang;sk;60
2020-12-04 00:00:00;lang;en;12
2020-12-04 00:00:00;lang;it;1
2020-12-04 00:00:00;lang;sr;1
2020-12-04 00:00:00;lang;ar;1
2020-12-04 00:00:00;lang;ru;6
2020-12-04 00:00:00;lang;uk;2
2020-12-04 00:00:00;lang;pt;1
2020-12-04 00:00:00;lang;fr;1
2020-12-04 00:00:00;lang;he;1
2020-12-05 00:00:00;device_type;Nan;5
2020-12-05 00:00:00;device_type;mobile;137
2020-12-05 00:00:00;device_type;tablet;1
2020-12-05 00:00:00;device_type;desktop;1
2020-12-05 00:00:00;os;Android;74
2020-12-05 00:00:00;os;iOS;67
2020-12-05 00:00:00;os;OS X;1
2020-12-05 00:00:00;os;Windows;2
2020-12-05 00:00:00;browser;Chrome;74
2020-12-05 00:00:00;browser;Safari;67
2020-12-05 00:00:00;browser;Firefox;1
2020-12-05 00:00:00;browser;Opera;1
2020-12-05 00:00:00;browser;others;1
2020-12-05 00:00:00;lang;sk;83
2020-12-05 00:00:00;lang;en;33
2020-12-05 00:00:00;lang;de;4
2020-12-05 00:00:00;lang;ru;10
2020-12-05 00:00:00;lang;sr;3
2020-12-05 00:00:00;lang;uk;1
2020-12-05 00:00:00;lang;es;1
2020-12-05 00:00:00;lang;fr;1
2020-12-05 00:00:00;lang;cs;5
2020-12-05 00:00:00;lang;pt;1
2020-12-05 00:00:00;lang;hu;1
2020-12-05 00:00:00;lang;vi;1
2020-12-06 00:00:00;device_type;mobile;87
2020-12-06 00:00:00;device_type;Nan;3
2020-12-06 00:00:00;os;iOS;50
2020-12-06 00:00:00;os;Android;39
2020-12-06 00:00:00;os;Linux;1
2020-12-06 00:00:00;browser;Safari;50
2020-12-06 00:00:00;browser;Chrome;39
2020-12-06 00:00:00;browser;Firefox;1
2020-12-06 00:00:00;lang;fr;2
2020-12-06 00:00:00;lang;sk;42
2020-12-06 00:00:00;lang;ro;1
2020-12-06 00:00:00;lang;en;23
2020-12-06 00:00:00;lang;uk;2
2020-12-06 00:00:00;lang;el;1
2020-12-06 00:00:00;lang;pt;1
2020-12-06 00:00:00;lang;hu;1
2020-12-06 00:00:00;lang;sl;1
2020-12-06 00:00:00;lang;pl;2
2020-12-06 00:00:00;lang;ru;9
2020-12-06 00:00:00;lang;es;1
2020-12-06 00:00:00;lang;ar;1
2020-12-06 00:00:00;lang;bg;1
2020-12-06 00:00:00;lang;mn;1
2020-12-06 00:00:00;lang;cs;1
2020-12-07 00:00:00;device_type;mobile;56
2020-12-07 00:00:00;device_type;desktop;3
2020-12-07 00:00:00;device_type;Nan;5
2020-12-07 00:00:00;os;Android;32
2020-12-07 00:00:00;os;iOS;28
2020-12-07 00:00:00;os;OS X;2
2020-12-07 00:00:00;os;Windows;2
2020-12-07 00:00:00;browser;Chrome;33
2020-12-07 00:00:00;browser;Safari;28
2020-12-07 00:00:00;browser;Firefox;2
2020-12-07 00:00:00;browser;others;1
2020-12-07 00:00:00;lang;sk;42
2020-12-07 00:00:00;lang;en;13
2020-12-07 00:00:00;lang;ru;3
2020-12-07 00:00:00;lang;vi;1
2020-12-07 00:00:00;lang;cs;2
2020-12-07 00:00:00;lang;pt;1
2020-12-07 00:00:00;lang;de;2
2020-12-08 00:00:00;device_type;mobile;80
2020-12-08 00:00:00;device_type;tablet;1
2020-12-08 00:00:00;device_type;Nan;6
2020-12-08 00:00:00;device_type;desktop;2
2020-12-08 00:00:00;os;Android;46
2020-12-08 00:00:00;os;iOS;39
2020-12-08 00:00:00;os;others;1
2020-12-08 00:00:00;os;OS X;2
2020-12-08 00:00:00;os;Linux;1
2020-12-08 00:00:00;browser;Chrome;46
2020-12-08 00:00:00;browser;Safari;39
2020-12-08 00:00:00;browser;Opera;1
2020-12-08 00:00:00;browser;Firefox;3
2020-12-08 00:00:00;lang;sk;64
2020-12-08 00:00:00;lang;ru;6
2020-12-08 00:00:00;lang;en;14
2020-12-08 00:00:00;lang;uk;1
2020-12-08 00:00:00;lang;hu;1
2020-12-08 00:00:00;lang;sr;2
2020-12-08 00:00:00;lang;ar;1
2020-12-09 00:00:00;device_type;mobile;72
2020-12-09 00:00:00;device_type;desktop;1
2020-12-09 00:00:00;device_type;Nan;3
2020-12-09 00:00:00;os;iOS;31
2020-12-09 00:00:00;os;Android;43
2020-12-09 00:00:00;os;Windows;2
2020-12-09 00:00:00;browser;Safari;31
