"date";"type";"name";"value"
2020-05-01 00:00:00;device_type;mobile;59
2020-05-01 00:00:00;device_type;desktop;1
2020-05-01 00:00:00;device_type;Nan;1
2020-05-01 00:00:00;os;Android;40
2020-05-01 00:00:00;os;iOS;20
2020-05-01 00:00:00;os;OS X;1
2020-05-01 00:00:00;browser;Chrome;38
2020-05-01 00:00:00;browser;Safari;20
2020-05-01 00:00:00;browser;Firefox;1
2020-05-01 00:00:00;browser;Opera;1
2020-05-01 00:00:00;browser;Android;1
2020-05-01 00:00:00;lang;sk;42
2020-05-01 00:00:00;lang;en;11
2020-05-01 00:00:00;lang;sr;2
2020-05-01 00:00:00;lang;sv;1
2020-05-01 00:00:00;lang;hr;1
2020-05-01 00:00:00;lang;sl;1
2020-05-01 00:00:00;lang;ru;2
2020-05-01 00:00:00;lang;cs;1
2020-05-03 00:00:00;device_type;mobile;31
2020-05-03 00:00:00;device_type;desktop;1
2020-05-03 00:00:00;os;Android;20
2020-05-03 00:00:00;os;iOS;11
2020-05-03 00:00:00;os;OS X;1
2020-05-03 00:00:00;browser;Chrome;20
2020-05-03 00:00:00;browser;Safari;11
2020-05-03 00:00:00;browser;Opera;1
2020-05-03 00:00:00;lang;sk;24
2020-05-03 00:00:00;lang;en;4
2020-05-03 00:00:00;lang;ru;2
2020-05-03 00:00:00;lang;sr;1
2020-05-03 00:00:00;lang;es;1
2020-05-04 00:00:00;device_type;mobile;55
2020-05-04 00:00:00;device_type;desktop;5
2020-05-04 00:00:00;device_type;Nan;3
2020-05-04 00:00:00;os;Android;43
2020-05-04 00:00:00;os;iOS;15
2020-05-04 00:00:00;os;Windows;3
2020-05-04 00:00:00;os;OS X;2
2020-05-04 00:00:00;browser;Chrome;45
2020-05-04 00:00:00;browser;Safari;15
2020-05-04 00:00:00;browser;Firefox;3
2020-05-04 00:00:00;lang;sk;46
2020-05-04 00:00:00;lang;es;1
2020-05-04 00:00:00;lang;en;9
2020-05-04 00:00:00;lang;hr;1
2020-05-04 00:00:00;lang;ru;4
2020-05-04 00:00:00;lang;de;2
2020-05-05 00:00:00;device_type;mobile;43
2020-05-05 00:00:00;device_type;desktop;1
2020-05-05 00:00:00;os;iOS;16
2020-05-05 00:00:00;os;Android;27
2020-05-05 00:00:00;os;Windows;1
2020-05-05 00:00:00;browser;Safari;16
2020-05-05 00:00:00;browser;Chrome;28
2020-05-05 00:00:00;lang;sk;34
2020-05-05 00:00:00;lang;en;7
2020-05-05 00:00:00;lang;cs;1
2020-05-05 00:00:00;lang;pt;1
2020-05-05 00:00:00;lang;es;1
2020-05-06 00:00:00;device_type;mobile;53
2020-05-06 00:00:00;device_type;Nan;1
2020-05-06 00:00:00;device_type;desktop;1
2020-05-06 00:00:00;os;Android;37
2020-05-06 00:00:00;os;iOS;17
2020-05-06 00:00:00;os;OS X;1
2020-05-06 00:00:00;browser;Chrome;36
2020-05-06 00:00:00;browser;Safari;17
2020-05-06 00:00:00;browser;Firefox;1
2020-05-06 00:00:00;browser;Android;1
2020-05-06 00:00:00;lang;en;9
2020-05-06 00:00:00;lang;sk;35
2020-05-06 00:00:00;lang;ru;6
2020-05-06 00:00:00;lang;uk;2
2020-05-06 00:00:00;lang;cs;2
2020-05-06 00:00:00;lang;tr;1
2020-05-07 00:00:00;device_type;tablet;2
2020-05-07 00:00:00;device_type;mobile;57
2020-05-07 00:00:00;device_type;desktop;1
2020-05-07 00:00:00;os;others;2
2020-05-07 00:00:00;os;Android;43
2020-05-07 00:00:00;os;iOS;14
2020-05-07 00:00:00;os;OS X;1
2020-05-07 00:00:00;browser;Chrome;44
2020-05-07 00:00:00;browser;Safari;14
2020-05-07 00:00:00;browser;Firefox;1
2020-05-07 00:00:00;browser;Opera;1
2020-05-07 00:00:00;lang;en;9
2020-05-07 00:00:00;lang;sk;43
2020-05-07 00:00:00;lang;ru;3
2020-05-07 00:00:00;lang;cs;4
2020-05-07 00:00:00;lang;ro;1
2020-05-08 00:00:00;device_type;mobile;78
2020-05-08 00:00:00;device_type;desktop;2
