"date";"location";"value"
2020-02-01 00:00:00;RBNN (oblasť Rybného Námestia);64
2020-02-01 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);19
2020-02-01 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);26
2020-02-01 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);40
2020-02-01 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);10
2020-02-01 00:00:00;HURN (oblasť Hurbanovho námestia);43
2020-02-01 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);25
2020-02-01 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);41
2020-02-01 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);29
2020-02-01 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);3
2020-02-01 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);72
2020-02-01 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);11
2020-02-01 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);23
2020-02-01 00:00:00;NSLO (oblasť parku Námestia Slobody);12
2020-02-01 00:00:00;NSNP (oblasť Námestia SNP);14
2020-02-01 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);3
2020-02-01 00:00:00;OBCH ( oblasť Obchodná ulica stred);16
2020-02-01 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);17
2020-02-01 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);31
2020-02-02 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);13
2020-02-02 00:00:00;HURN (oblasť Hurbanovho námestia);25
2020-02-02 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);14
2020-02-02 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);35
2020-02-02 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);50
2020-02-02 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);21
2020-02-02 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);4
2020-02-02 00:00:00;NSLO (oblasť parku Námestia Slobody);4
2020-02-02 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);11
2020-02-02 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);20
2020-02-02 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);23
2020-02-02 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);18
2020-02-02 00:00:00;NSNP (oblasť Námestia SNP);10
2020-02-02 00:00:00;OBCH ( oblasť Obchodná ulica stred);8
2020-02-02 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);21
2020-02-02 00:00:00;RBNN (oblasť Rybného Námestia);44
2020-02-02 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);10
2020-02-02 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);28
2020-02-02 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);5
2020-02-03 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);11
2020-02-03 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);2
2020-02-03 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);11
2020-02-03 00:00:00;RBNN (oblasť Rybného Námestia);23
2020-02-03 00:00:00;OBCH ( oblasť Obchodná ulica stred);8
2020-02-03 00:00:00;NSLO (oblasť parku Námestia Slobody);7
2020-02-03 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-02-03 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);8
2020-02-03 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);23
2020-02-03 00:00:00;HURN (oblasť Hurbanovho námestia);19
2020-02-03 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);4
2020-02-03 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);30
2020-02-03 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);8
2020-02-03 00:00:00;NSNP (oblasť Námestia SNP);8
2020-02-03 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);17
2020-02-03 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);5
2020-02-03 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);11
2020-02-03 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);14
2020-02-03 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);25
2020-02-04 00:00:00;OBCH ( oblasť Obchodná ulica stred);3
2020-02-04 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);8
2020-02-04 00:00:00;RBNN (oblasť Rybného Námestia);25
2020-02-04 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);28
2020-02-04 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);12
2020-02-04 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);6
2020-02-04 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);9
2020-02-04 00:00:00;NSNP (oblasť Námestia SNP);2
2020-02-04 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);5
2020-02-04 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);9
2020-02-04 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
