"date";"location";"value"
2020-08-01 00:00:00;RBNN (oblasť Rybného Námestia);21
2020-08-01 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);43
2020-08-01 00:00:00;HURN (oblasť Hurbanovho námestia);19
2020-08-01 00:00:00;KNPM (oblasť Jedlíkovej ulice);6
2020-08-01 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);14
2020-08-01 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);79
2020-08-01 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);36
2020-08-01 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);27
2020-08-01 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);59
2020-08-01 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);12
2020-08-01 00:00:00;OBCH ( oblasť Obchodná ulica stred);25
2020-08-01 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);39
2020-08-01 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);58
2020-08-01 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);11
2020-08-01 00:00:00;CTUR;0
2020-08-01 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);5
2020-08-01 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);15
2020-08-01 00:00:00;NSLO (oblasť parku Námestia Slobody);3
2020-08-01 00:00:00;NSNP (oblasť Námestia SNP);25
2020-08-01 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);16
2020-08-01 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);23
2020-08-01 00:00:00;Tyršák;53
2020-08-02 00:00:00;Tyršák;56
2020-08-02 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);27
2020-08-02 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);47
2020-08-02 00:00:00;RBNN (oblasť Rybného Námestia);19
2020-08-02 00:00:00;HURN (oblasť Hurbanovho námestia);25
2020-08-02 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);45
2020-08-02 00:00:00;KNPM (oblasť Jedlíkovej ulice);3
2020-08-02 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);16
2020-08-02 00:00:00;NSLO (oblasť parku Námestia Slobody);3
2020-08-02 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);13
2020-08-02 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);32
2020-08-02 00:00:00;OBCH ( oblasť Obchodná ulica stred);3
2020-08-02 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);9
2020-08-02 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);12
2020-08-02 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);8
2020-08-02 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);10
2020-08-02 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);31
2020-08-02 00:00:00;CTUR;0
2020-08-02 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);12
2020-08-02 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);8
2020-08-02 00:00:00;NSNP (oblasť Námestia SNP);22
2020-08-02 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);6
2020-08-03 00:00:00;KNPM (oblasť Jedlíkovej ulice);2
2020-08-03 00:00:00;NSLO (oblasť parku Námestia Slobody);7
2020-08-03 00:00:00;RBNN (oblasť Rybného Námestia);13
