"date";"location";"value"
2019-11-01 00:00:00;NSLO (oblasť parku Námestia Slobody);4
2019-11-01 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);15
2019-11-01 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);46
2019-11-01 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);14
2019-11-01 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);77
2019-11-01 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);10
2019-11-01 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);9
2019-11-01 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);20
2019-11-01 00:00:00;RBNN (oblasť Rybného Námestia);77
2019-11-01 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);46
2019-11-01 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);67
2019-11-01 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);3
2019-11-01 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);34
2019-11-02 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);22
2019-11-02 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);17
2019-11-02 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);46
2019-11-02 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);3
2019-11-02 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);21
2019-11-02 00:00:00;RBNN (oblasť Rybného Námestia);54
2019-11-02 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);47
2019-11-02 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);14
2019-11-02 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);5
2019-11-02 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);6
2019-11-02 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);15
2019-11-02 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);75
2019-11-02 00:00:00;NSLO (oblasť parku Námestia Slobody);6
2019-11-03 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);8
2019-11-03 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);38
