DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2020-01-01 00:00:00,44907584183,100854302495,5461
2020-01-01 02:00:00,1564127709,3672857532,259
2020-01-01 04:00:00,214649943,1300067090,50
2020-01-01 06:00:00,83266504,1934024387,47
2020-01-01 08:00:00,434759776,1961231864,97
2020-01-01 10:00:00,988045379,5203160042,247
2020-01-01 12:00:00,2732531081,9919861246,567
2020-01-01 14:00:00,4521789529,12925915203,721
2020-01-01 16:00:00,3536477069,15563825670,714
2020-01-01 18:00:00,1082632590,7716919813,370
2020-01-01 20:00:00,310416379,4594879539,184
2020-01-01 22:00:00,196108848,3130839531,114
2020-01-02 00:00:00,13933321023,88082309912,2256
2020-01-02 02:00:00,31830174,1216016739,16
2020-01-02 04:00:00,57000738,1766918890,13
2020-01-02 06:00:00,100571581,3229141797,67
2020-01-02 08:00:00,340929312,4765778641,180
2020-01-02 10:00:00,1639746104,9887829045,434
2020-01-02 12:00:00,4080723719,17258064063,640
2020-01-02 14:00:00,3846331294,22100772872,561
2020-01-02 16:00:00,2725199672,8363845892,533
2020-01-02 18:00:00,348311893,5343768748,267
2020-01-02 20:00:00,196439596,3079150197,162
2020-01-02 22:00:00,210949280,3354900870,115
2020-01-03 00:00:00,9086317339,62526631487,1827
2020-01-03 02:00:00,97512703,486977218,33
2020-01-03 04:00:00,19887957,344752814,11
2020-01-03 06:00:00,581201456,1150438698,53
2020-01-03 08:00:00,156712822,3075477906,112
2020-01-03 10:00:00,1449686615,5811758746,296
2020-01-03 12:00:00,1519815836,9807664397,477
2020-01-03 14:00:00,1553963135,8611062808,441
2020-01-03 16:00:00,2258614312,8976398156,378
2020-01-03 18:00:00,513364701,4944965307,237
2020-01-03 20:00:00,436937563,7708186489,210
2020-01-03 22:00:00,288745011,6419909226,160
2020-01-04 00:00:00,8525611182,77004245318,2073
2020-01-04 02:00:00,278476701,2883981471,28
2020-01-04 04:00:00,88198469,1410691332,28
2020-01-04 06:00:00,40202107,1433845105,18
2020-01-04 08:00:00,212006709,3407308915,112
2020-01-04 10:00:00,1744833972,8181337745,375
2020-01-04 12:00:00,1776855819,8351296686,478
2020-01-04 14:00:00,1943973616,10625329725,482
2020-01-04 16:00:00,1162186883,11565876947,515
2020-01-04 18:00:00,364617277,6154376941,245
2020-01-04 20:00:00,356874030,5844599118,199
2020-01-04 22:00:00,239396825,7298759421,122
2020-01-05 00:00:00,8106547534,76707597377,1839
2020-01-05 02:00:00,335881026,3676794444,64
2020-01-05 04:00:00,54989927,1117276943,33
2020-01-05 06:00:00,20843716,269607952,13
2020-01-05 08:00:00,191584018,2648595441,70
2020-01-05 10:00:00,990162971,5135320315,277
2020-01-05 12:00:00,1965080904,12810309985,384
2020-01-05 14:00:00,1908206695,8604897842,517
2020-01-05 16:00:00,1176963975,17043530874,365
2020-01-05 18:00:00,378786503,6873131156,290
2020-01-05 20:00:00,241741192,5905143868,200
2020-01-05 22:00:00,676133591,5671392469,111
2020-01-06 00:00:00,9799228955,63588930804,1979
2020-01-06 02:00:00,156180605,916126652,18
2020-01-06 04:00:00,141056046,3552224944,27
2020-01-06 06:00:00,136376682,480827117,20
2020-01-06 08:00:00,199474056,2690766791,89
2020-01-06 10:00:00,1474554158,6316188623,254
2020-01-06 12:00:00,2617266064,7575411970,499
2020-01-06 14:00:00,2226399771,14240771587,651
2020-01-06 16:00:00,1492514171,8363038903,445
2020-01-06 18:00:00,339005358,5787502543,209
2020-01-06 20:00:00,624799547,4353973963,191
2020-01-06 22:00:00,147514423,1818350890,82
2020-01-07 00:00:00,5695803959,56214362865,1659
2020-01-07 02:00:00,34961234,635405675,11
2020-01-07 04:00:00,25799390,1287827724,13
2020-01-07 06:00:00,47593348,477228776,42
2020-01-07 08:00:00,93925361,1638951933,86
2020-01-07 10:00:00,325982531,4287158629,206
2020-01-07 12:00:00,1091962910,9054257911,373
2020-01-07 14:00:00,1657012831,7812407612,466
2020-01-07 16:00:00,952511947,7668397385,336
2020-01-07 18:00:00,463469553,8304419695,271
2020-01-07 20:00:00,722211589,9763949867,157
2020-01-07 22:00:00,151352185,3221409562,133
2020-01-08 00:00:00,9421428716,59099906078,1891
2020-01-08 02:00:00,193491496,1155196127,19
2020-01-08 04:00:00,23578441,268575758,26
2020-01-08 06:00:00,162871743,2992167910,151
2020-01-08 08:00:00,766104998,5331851599,202
2020-01-08 10:00:00,592695484,5880661336,323
2020-01-08 12:00:00,1162325456,9856576016,420
2020-01-08 14:00:00,3621175277,7937916486,420
2020-01-08 16:00:00,1533670963,5704125934,298
2020-01-08 18:00:00,659487358,8774803834,246
2020-01-08 20:00:00,290247403,6017995501,164
2020-01-08 22:00:00,138842293,3158426419,97
2020-01-09 00:00:00,10226138284,53182512210,2069
2020-01-09 02:00:00,34991416,830743821,16
2020-01-09 04:00:00,9416742,159574464,34
2020-01-09 06:00:00,967727270,2953246722,146
2020-01-09 08:00:00,880323091,4554041784,238
2020-01-09 10:00:00,1183221789,9703277750,371
2020-01-09 12:00:00,2498528799,9167068886,422
2020-01-09 14:00:00,1807171775,7519109154,510
2020-01-09 16:00:00,1183686923,8090533942,405
2020-01-09 18:00:00,227566683,2958757880,209
2020-01-09 20:00:00,915711111,3804389005,202
2020-01-09 22:00:00,168878027,1771983140,107
2020-01-10 00:00:00,6963368059,75611225094,2236
2020-01-10 02:00:00,426812080,1189372308,28
2020-01-10 04:00:00,556936856,690719578,25
2020-01-10 06:00:00,168844031,3783658844,158
2020-01-10 08:00:00,273519945,6043986416,151
2020-01-10 10:00:00,419234779,6990497713,284
2020-01-10 12:00:00,945801363,8923500314,447
2020-01-10 14:00:00,1587854634,9484483055,567
2020-01-10 16:00:00,599873215,7448145049,463
2020-01-10 18:00:00,602703689,11450825768,314
2020-01-10 20:00:00,507910236,7316560594,251
2020-01-10 22:00:00,401019111,6882489839,204
2020-01-11 00:00:00,8741882939,66970543117,1853
2020-01-11 02:00:00,587573950,1762996207,50
2020-01-11 04:00:00,65304318,796098332,45
2020-01-11 06:00:00,43731087,1846637028,33
2020-01-11 08:00:00,192971489,2503363857,100
2020-01-11 10:00:00,1242106151,4821286564,255
2020-01-11 12:00:00,1602444142,6147442134,360
2020-01-11 14:00:00,1212574176,7336809166,337
2020-01-11 16:00:00,718129081,7103170903,396
2020-01-11 18:00:00,563511011,8076968420,265
2020-01-11 20:00:00,1305851401,10772635027,289
2020-01-11 22:00:00,296347813,8072017745,181
2020-01-12 00:00:00,6679440336,67556015057,1684
2020-01-12 02:00:00,311135613,5685431894,118
2020-01-12 04:00:00,39271935,837111864,47
2020-01-12 06:00:00,53794902,746911092,38
2020-01-12 08:00:00,252584788,2841458462,111
2020-01-12 10:00:00,1050684004,5122320650,269
2020-01-12 12:00:00,829042376,7060089064,323
2020-01-12 14:00:00,877577296,6993942024,340
2020-01-12 16:00:00,484897300,6026041237,311
2020-01-12 18:00:00,1482775470,9118242689,207
2020-01-12 20:00:00,271847494,3170752414,166
2020-01-12 22:00:00,603562112,5734765133,80
2020-01-13 00:00:00,5218739174,56223220895,1855
2020-01-13 02:00:00,23228351,488634376,18
2020-01-13 04:00:00,32492817,1418246758,23
2020-01-13 06:00:00,161344563,3003107023,120
2020-01-13 08:00:00,303412121,4240984679,180
2020-01-13 10:00:00,1071043213,6642889958,256
2020-01-13 12:00:00,1128130906,10651333501,439
2020-01-13 14:00:00,802231087,6553997142,490
2020-01-13 16:00:00,365130640,5593562008,276
2020-01-13 18:00:00,550577522,7066783109,234
2020-01-13 20:00:00,177827339,3210912634,186
2020-01-13 22:00:00,435407795,4652743803,115
2020-01-14 00:00:00,3658342569,54644601162,1736
2020-01-14 02:00:00,26009480,299091775,16
2020-01-14 04:00:00,12911271,225312504,8
2020-01-14 06:00:00,125897340,2499775303,112
2020-01-14 08:00:00,249024466,4133936639,178
2020-01-14 10:00:00,401970377,4220395177,229
2020-01-14 12:00:00,448263779,5712088031,337
2020-01-14 14:00:00,561195397,7345880264,372
2020-01-14 16:00:00,483679561,7267010972,316
2020-01-14 18:00:00,284746197,6435896306,272
2020-01-14 20:00:00,640784002,6831468704,176
2020-01-14 22:00:00,273452543,6332567025,142
2020-01-15 00:00:00,4656874780,64790957787,1950
2020-01-15 02:00:00,44660547,1053663556,14
2020-01-15 04:00:00,42033440,1392614480,17
2020-01-15 06:00:00,167489908,3643736767,137
2020-01-15 08:00:00,253947109,5566401014,208
2020-01-15 10:00:00,810473494,7446635129,298
2020-01-15 12:00:00,767251160,7846484251,369
2020-01-15 14:00:00,527182721,8704667244,444
2020-01-15 16:00:00,590333243,7766496167,348
2020-01-15 18:00:00,805245873,3841525440,294
