DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2019-08-01 00:00:00,36784439643,207976342829,4830
2019-08-02 00:00:00,37876746670,184054475416,5210
2019-08-03 00:00:00,33221630618,133508589028,3972
2019-08-04 00:00:00,40610017619,184982360932,5255
2019-08-05 00:00:00,23366584400,158916273117,4307
2019-08-06 00:00:00,28996555603,191454192833,4825
2019-08-07 00:00:00,33405366951,194993907584,5156
2019-08-08 00:00:00,35145906549,182382030293,5138
2019-08-09 00:00:00,34608110700,200819773010,5265
2019-08-10 00:00:00,30779662720,168989283290,4538
2019-08-11 00:00:00,36672762965,206836794699,5115
2019-08-12 00:00:00,30599655217,155132539213,4448
2019-08-13 00:00:00,33922305979,150811830820,5008
2019-08-14 00:00:00,35799544307,185438777079,5027
2019-08-15 00:00:00,41515963940,208532278508,6152
2019-08-16 00:00:00,36280928590,203029921958,5487
2019-08-17 00:00:00,44351168187,221872828456,5544
2019-08-18 00:00:00,33117681981,205402788337,5130
2019-08-19 00:00:00,33591239281,181364435342,4836
2019-08-20 00:00:00,28579102637,150878844692,4531
2019-08-21 00:00:00,37382747306,169281510432,4171
2019-08-22 00:00:00,30851213698,178920981320,4565
2019-08-23 00:00:00,28928240400,188100969218,4996
2019-08-24 00:00:00,32372439063,202259232185,4686
2019-08-25 00:00:00,35595890884,154625567033,4260
2019-08-26 00:00:00,31202460148,184611025634,4721
2019-08-27 00:00:00,28873776016,172871700431,4735
2019-08-28 00:00:00,28093367146,163522147733,4454
2019-08-29 00:00:00,36643204435,191286585364,4614
2019-08-30 00:00:00,29482989818,184810466773,4117
2019-08-31 00:00:00,34749818305,172472588867,4639
