DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2019-05-01 00:00:00,40547777909,155889990693,5764
2019-05-02 00:00:00,43098219112,202289297185,7051
2019-05-03 00:00:00,29651847131,167162229517,5819
2019-05-04 00:00:00,21476797434,141897779327,4656
2019-05-05 00:00:00,8315855949,81272804937,1778
2019-05-06 00:00:00,12480077170,113961075797,2514
2019-05-07 00:00:00,16313048807,128572624027,3411
2019-05-08 00:00:00,28457069327,146224121558,3471
2019-05-09 00:00:00,13634288685,131131300865,2353
2019-05-10 00:00:00,20718983298,126877807086,3104
2019-05-11 00:00:00,16066138181,92615216961,2618
2019-05-12 00:00:00,13063825142,116726040654,1881
2019-05-13 00:00:00,8922343517,87530401131,1918
2019-05-14 00:00:00,12604543303,95238516160,2036
2019-05-15 00:00:00,8850803791,98353008107,2112
2019-05-16 00:00:00,14433840581,121350415969,3065
2019-05-17 00:00:00,16844407397,145727126759,3179
2019-05-18 00:00:00,32006613246,168098461248,4363
2019-05-19 00:00:00,36634400544,162281579506,4565
2019-05-20 00:00:00,19888129991,119129655524,3526
2019-05-21 00:00:00,16706458802,163417654448,3476
2019-05-22 00:00:00,8665440875,93162561775,1957
2019-05-23 00:00:00,19502154910,139874055096,3099
2019-05-24 00:00:00,38230320027,164358774224,4991
2019-05-25 00:00:00,28525997846,156672286241,4661
2019-05-26 00:00:00,36562893098,177286411983,4739
2019-05-27 00:00:00,21301568067,142029792247,3645
2019-05-28 00:00:00,18362414983,100223095944,2707
2019-05-29 00:00:00,18465228667,133646015537,3388
2019-05-30 00:00:00,7274837094,92630580030,2213
2019-05-31 00:00:00,32920141145,181460694288,5284
