"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2021-02-01 00:00:00;32;553;117;186;2175;367;343;55;28
2021-02-02 00:00:00;19;544;114;193;1636;326;273;55;37
2021-02-03 00:00:00;25;597;113;192;2098;422;355;57;33
2021-02-04 00:00:00;48;806;155;231;3172;612;425;73;52
2021-02-05 00:00:00;46;791;163;237;3070;593;443;86;52
2021-02-06 00:00:00;29;531;124;202;2139;412;329;58;49
2021-02-07 00:00:00;17;474;109;183;1448;317;286;53;47
2021-02-08 00:00:00;23;533;126;195;2181;313;276;68;65
2021-02-09 00:00:00;21;511;113;176;1610;328;294;58;51
2021-02-10 00:00:00;24;454;91;160;1638;322;262;50;31
2021-02-11 00:00:00;18;485;102;161;1660;321;269;51;41
2021-02-12 00:00:00;31;340;81;133;1196;263;208;40;32
2021-02-13 00:00:00;23;212;48;90;687;111;106;29;24
2021-02-14 00:00:00;24;267;68;120;856;187;152;47;32
2021-02-15 00:00:00;42;327;77;128;1288;282;196;40;29
2021-02-16 00:00:00;16;299;74;134;1373;288;180;41;29
2021-02-17 00:00:00;38;321;86;148;1680;289;230;50;31
2021-02-18 00:00:00;52;325;77;135;1500;308;241;33;22
2021-02-19 00:00:00;45;354;81;132;1701;283;213;34;31
2021-02-20 00:00:00;42;265;65;118;1032;210;179;43;26
2021-02-21 00:00:00;21;289;78;131;1011;185;182;50;30
2021-02-22 00:00:00;44;407;96;168;1919;335;242;32;33
2021-02-23 00:00:00;42;391;108;166;1714;295;218;56;35
2021-02-24 00:00:00;60;482;128;198;2111;442;332;72;40
2021-02-25 00:00:00;57;537;114;187;2389;488;321;63;33
