"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2020-10-01 00:00:00;152;2058;385;533;9671;1739;1000;184;98
2020-10-02 00:00:00;181;2367;435;618;10659;2034;1250;220;111
2020-10-03 00:00:00;223;1726;401;580;8851;1796;1122;204;86
2020-10-04 00:00:00;153;1460;346;484;7540;1386;843;152;82
2020-10-05 00:00:00;119;1757;304;419;6803;1345;818;156;93
2020-10-06 00:00:00;152;2065;395;543;8277;1648;1158;231;97
2020-10-07 00:00:00;117;1767;318;469;7324;1325;920;135;70
2020-10-08 00:00:00;143;1759;389;523;7358;1418;927;170;87
2020-10-09 00:00:00;193;2339;419;572;10339;2006;1228;204;95
2020-10-10 00:00:00;193;1456;300;440;6611;1291;921;164;73
2020-10-11 00:00:00;54;909;180;282;3792;682;486;98;53
2020-10-12 00:00:00;42;1124;190;291;3978;692;543;90;66
2020-10-13 00:00:00;37;816;178;261;2773;501;457;91;63
2020-10-14 00:00:00;53;959;181;286;2996;595;502;101;69
2020-10-15 00:00:00;89;1185;237;346;4893;1031;663;121;72
2020-10-16 00:00:00;45;951;194;295;3120;630;535;116;70
2020-10-17 00:00:00;91;897;211;307;3913;786;573;117;65
2020-10-18 00:00:00;100;949;226;335;4951;892;636;126;58
2020-10-19 00:00:00;86;1217;227;336;5166;962;715;127;48
2020-10-20 00:00:00;80;1408;278;391;5391;1081;799;149;88
2020-10-21 00:00:00;85;1466;279;393;6471;1212;777;158;75
2020-10-22 00:00:00;103;1547;326;461;6585;1247;873;153;91
2020-10-23 00:00:00;111;1657;348;482;6979;1289;874;184;96
2020-10-24 00:00:00;28;535;144;219;1796;383;329;71;73
2020-10-25 00:00:00;38;531;164;236;2185;403;320;80;82
2020-10-30 00:00:00;28;631;149;214;2208;421;348;84;66
2020-10-31 00:00:00;110;1249;383;518;4982;1163;997;257;135
