"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2019-04-01 00:00:00;494;2978;149;644;10574;2375;1826;254;118
2019-04-02 00:00:00;508;3148;153;659;10330;2527;1887;291;129
2019-04-03 00:00:00;334;2870;138;575;9310;2188;1796;252;126
2019-04-04 00:00:00;556;3300;160;672;11088;2645;1963;267;140
2019-04-05 00:00:00;497;2929;144;683;9942;2330;1862;274;110
2019-04-06 00:00:00;717;2814;182;822;13217;3242;2120;280;114
2019-04-07 00:00:00;669;3032;180;761;12937;3081;2076;331;116
2019-04-08 00:00:00;610;3702;189;922;13819;3148;2250;302;124
2019-04-09 00:00:00;585;3722;183;736;12849;3126;2244;307;137
2019-04-10 00:00:00;356;2995;128;645;8977;1948;1553;221;122
2019-04-11 00:00:00;347;2728;123;590;8964;1853;1465;199;116
2019-04-12 00:00:00;379;2766;121;513;8626;1945;1524;172;104
2019-04-13 00:00:00;376;1780;105;513;7381;1680;1255;194;101
2019-04-14 00:00:00;558;2542;143;754;10372;2382;1659;217;105
2019-04-15 00:00:00;719;3384;189;824;14079;3097;2156;318;116
2019-04-16 00:00:00;574;3872;189;764;13529;3135;2251;292;145
2019-04-17 00:00:00;765;3857;208;814;14835;3615;2383;362;147
2019-04-18 00:00:00;800;3048;200;734;14063;3311;2453;387;136
2019-04-19 00:00:00;1047;3093;247;988;18061;4371;2710;446;140
2019-04-20 00:00:00;1152;2857;259;1070;19554;4455;2812;414;147
2019-04-21 00:00:00;1154;3241;297;1107;22024;4969;3375;549;144
2019-04-22 00:00:00;949;2476;207;1101;15223;3615;2345;331;115
2019-04-23 00:00:00;315;2068;93;397;6356;1275;1146;178;122
2019-04-24 00:00:00;710;3766;214;853;15280;3432;2531;373;159
2019-04-25 00:00:00;931;4218;266;1097;18587;4282;3098;538;237
2019-04-26 00:00:00;920;4747;278;1042;19254;4502;3362;561;221
2019-04-27 00:00:00;881;3591;236;1059;16363;4027;2835;413;181
2019-04-28 00:00:00;677;2960;171;849;12590;2714;2031;294;111
2019-04-29 00:00:00;354;2560;116;556;8243;1745;1278;231;120
2019-04-30 00:00:00;424;3021;140;546;9846;2264;1642;264;119
