"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2019-03-01 00:00:00;264;2199;89;397;6528;1378;1045;142;83
2019-03-02 00:00:00;277;1890;88;369;6305;1407;936;144;108
2019-03-03 00:00:00;378;2001;99;430;7072;1614;1169;165;87
2019-03-04 00:00:00;316;2695;120;529;8439;1993;1388;190;115
2019-03-05 00:00:00;235;2759;101;445;7253;1495;1215;182;91
2019-03-06 00:00:00;315;3119;122;506;8381;1896;1407;234;134
2019-03-07 00:00:00;333;3020;118;499;8329;1867;1340;218;121
2019-03-08 00:00:00;324;2817;116;472;8018;1961;1371;187;110
2019-03-09 00:00:00;437;2047;111;475;8226;1739;1254;183;96
2019-03-10 00:00:00;309;1665;79;457;5879;1191;886;117;83
2019-03-11 00:00:00;214;2402;88;382;5966;1295;1052;142;120
2019-03-12 00:00:00;239;2884;106;396;7095;1776;1282;193;110
2019-03-13 00:00:00;285;2737;95;361;6615;1504;1149;167;96
2019-03-14 00:00:00;276;2711;101;436;7150;1657;1151;157;112
2019-03-15 00:00:00;304;2499;102;499;6630;1669;1236;241;100
2019-03-16 00:00:00;361;1791;96;408;6629;1467;1205;170;105
2019-03-17 00:00:00;585;2511;143;862;10612;2575;1552;211;83
2019-03-18 00:00:00;258;2680;109;477;7539;1692;1291;208;111
2019-03-19 00:00:00;287;2823;120;558;8182;2008;1399;200;127
2019-03-20 00:00:00;300;2927;121;499;7945;1957;1448;238;144
2019-03-21 00:00:00;405;3182;143;569;9780;2313;1728;268;146
2019-03-22 00:00:00;605;3734;179;721;12438;3117;2130;306;134
2019-03-23 00:00:00;731;3181;188;898;12907;3269;2302;322;145
2019-03-24 00:00:00;545;3062;159;705;11081;2875;1873;300;107
2019-03-25 00:00:00;269;2873;110;520;7499;1722;1336;201;115
2019-03-26 00:00:00;275;1578;74;364;4825;1179;829;166;96
2019-03-27 00:00:00;456;2274;128;1059;9069;2017;1421;223;127
2019-03-28 00:00:00;383;2532;118;474;8360;1951;1276;199;127
2019-03-29 00:00:00;501;2876;146;602;10626;2498;1614;231;121
2019-03-30 00:00:00;769;2745;184;717;13454;3162;1953;335;134
2019-03-31 00:00:00;773;3013;191;849;13136;3313;2203;359;141
