"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2019-09-01 00:00:00;647;3110;216;803;14355;3795;2621;500;161
2019-09-02 00:00:00;470;2670;137;703;9882;2166;1627;235;107
2019-09-03 00:00:00;506;2676;157;695;10832;2438;1884;329;145
2019-09-04 00:00:00;599;3008;175;779;11829;2850;2243;353;137
2019-09-05 00:00:00;673;3141;199;730;13588;3216;2426;393;190
2019-09-06 00:00:00;496;2610;152;645;10203;2604;1927;305;116
2019-09-07 00:00:00;456;1608;109;515;7430;1926;1308;222;85
2019-09-08 00:00:00;551;2197;147;676;10012;2349;1816;322;114
2019-09-09 00:00:00;443;2236;130;724;8784;2126;1579;273;123
2019-09-10 00:00:00;572;2763;156;716;10440;2464;1891;329;158
2019-09-11 00:00:00;713;2945;198;871;13700;3207;2410;392;169
2019-09-12 00:00:00;701;2914;197;951;13269;3302;2491;375;177
2019-09-13 00:00:00;742;3223;210;827;13877;3578;2610;454;181
2019-09-14 00:00:00;650;2623;172;653;11722;2896;2160;341;144
2019-09-15 00:00:00;741;2944;217;868;14662;3843;2617;447;160
2019-09-16 00:00:00;541;2880;169;718;11562;2724;2082;342;138
2019-09-17 00:00:00;511;2803;157;671;10730;2454;1958;324;137
2019-09-18 00:00:00;649;2730;178;839;11913;2928;2134;339;191
2019-09-19 00:00:00;603;2630;159;856;10687;2461;1923;333;159
2019-09-20 00:00:00;958;3310;240;1477;15946;4154;2990;500;204
2019-09-21 00:00:00;752;2725;191;772;12426;3380;2388;420;159
2019-09-22 00:00:00;967;2589;224;1274;15607;3713;2625;451;172
2019-09-23 00:00:00;531;2815;168;740;11468;2770;2017;317;134
2019-09-24 00:00:00;633;3180;174;784;11692;2784;2180;401;133
2019-09-25 00:00:00;750;3185;190;1071;12886;3223;2267;401;150
2019-09-26 00:00:00;626;3208;178;769;12080;2867;2164;365;148
2019-09-27 00:00:00;925;4670;239;818;15796;4511;2902;468;176
2019-09-28 00:00:00;628;3360;185;729;12220;3099;2270;362;180
2019-09-29 00:00:00;768;2916;197;932;13803;3369;2367;336;148
2019-09-30 00:00:00;467;2941;144;596;9704;2455;1845;252;127
