"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2018-08-01 00:00:00;864;2599;203;728;13494;3523;2595;388;165
2018-08-02 00:00:00;1093;2715;258;835;17552;4415;3243;508;193
2018-08-03 00:00:00;1006;2854;245;782;16631;4207;3003;471;186
2018-08-04 00:00:00;1160;2720;251;861;18026;4278;2937;439;152
2018-08-05 00:00:00;1101;2719;251;800;17211;4480;3072;477;181
2018-08-06 00:00:00;1064;2922;245;916;16952;4114;3064;449;182
2018-08-07 00:00:00;981;3290;255;894;17397;4089;3256;469;220
2018-08-08 00:00:00;981;2842;224;763;15572;3863;2703;416;154
2018-08-09 00:00:00;975;2871;245;834;17136;4020;2890;444;201
2018-08-10 00:00:00;848;2608;213;745;14532;3604;2729;406;147
2018-08-11 00:00:00;1117;2603;249;910;17413;4217;3017;459;174
2018-08-12 00:00:00;1077;2790;249;850;16814;4463;3159;484;148
2018-08-13 00:00:00;1002;2826;205;711;12758;3525;2680;463;198
2018-08-14 00:00:00;1018;2762;191;680;12362;3152;2490;375;187
2018-08-15 00:00:00;1339;3062;246;808;14943;4213;3429;525;216
2018-08-16 00:00:00;1022;3172;230;736;14217;3977;2934;546;228
2018-08-17 00:00:00;1348;2770;243;935;15092;4319;3151;524;233
2018-08-18 00:00:00;1208;2779;241;781;15708;4154;3024;501;208
2018-08-19 00:00:00;1002;3264;252;1055;18225;4327;3005;441;144
2018-08-20 00:00:00;932;2934;228;869;15877;3835;2681;439;192
2018-08-21 00:00:00;1148;3307;275;966;18816;4670;3242;518;244
2018-08-22 00:00:00;1106;3428;280;975;19186;4686;3327;568;230
2018-08-23 00:00:00;1198;3586;316;949;21226;5354;3587;556;292
2018-08-24 00:00:00;992;3054;245;823;16535;4215;3002;516;177
2018-08-25 00:00:00;805;2658;201;788;14673;3495;2419;322;96
2018-08-26 00:00:00;689;2525;183;742;12876;3319;2144;321;112
2018-08-27 00:00:00;828;2827;205;754;14665;3508;2425;341;153
2018-08-28 00:00:00;842;3006;229;844;16278;3806;2645;434;182
2018-08-29 00:00:00;904;3036;225;864;15814;3917;2706;425;148
2018-08-30 00:00:00;801;2760;196;747;13451;3374;2404;364;155
2018-08-31 00:00:00;878;2718;216;826;15343;3520;2597;415;164
