"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2018-06-01 00:00:00;1179;1929;206;726;15232;3311;2373;378;129
2018-06-02 00:00:00;1162;1623;209;807;15947;3543;2284;315;122
2018-06-03 00:00:00;986;1645;192;730;13931;3140;2179;358;135
2018-06-04 00:00:00;851;1684;171;644;12260;2717;1975;322;130
2018-06-05 00:00:00;917;1841;182;671;12817;2764;2188;355;170
2018-06-06 00:00:00;609;1442;122;523;8428;1884;1498;246;120
2018-06-07 00:00:00;1079;1707;200;726;14114;3301;2349;366;158
2018-06-08 00:00:00;1122;2146;226;823;15787;3678;2751;431;171
2018-06-09 00:00:00;1004;1853;212;819;15610;3410;2360;391;159
2018-06-10 00:00:00;940;1890;202;732;14144;3399;2371;371;171
2018-06-11 00:00:00;892;1850;157;703;10979;2469;1854;307;140
2018-06-12 00:00:00;756;1804;141;701;9814;2128;1757;302;117
2018-06-13 00:00:00;884;1870;158;676;11034;2602;2007;290;115
2018-06-14 00:00:00;709;1830;147;617;9736;2301;1851;295;157
2018-06-15 00:00:00;1007;2108;202;706;14546;3098;2227;379;189
2018-06-16 00:00:00;1116;1887;225;836;16308;3842;2595;376;145
2018-06-17 00:00:00;986;2100;213;768;15273;3574;2411;385;129
2018-06-18 00:00:00;854;2066;178;722;12956;2881;2045;335;125
2018-06-19 00:00:00;965;2211;191;745;13590;3085;2309;361;139
2018-06-20 00:00:00;1008;2613;213;820;15253;3465;2422;398;170
2018-06-21 00:00:00;994;2482;218;821;15701;3587;2538;407;141
2018-06-22 00:00:00;838;2446;189;785;13329;3176;2253;339;141
2018-06-23 00:00:00;886;1874;179;835;13239;3052;2023;271;121
2018-06-24 00:00:00;869;1982;200;885;15062;3386;2105;302;120
2018-06-25 00:00:00;1020;2187;195;748;14119;3155;2235;368;138
2018-06-26 00:00:00;998;2119;188;906;13815;2887;2098;344;140
2018-06-27 00:00:00;888;1718;161;813;11539;2717;1860;296;111
2018-06-28 00:00:00;725;1627;147;654;10173;2264;1778;290;140
2018-06-29 00:00:00;1117;2196;234;810;17478;3820;2516;443;146
2018-06-30 00:00:00;973;2266;221;836;16662;3679;2380;372;135
