"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2020-07-01 00:00:00;254;1942;415;589;7603;1779;1228;263;111
2020-07-02 00:00:00;257;1990;404;572;8390;1911;1207;228;90
2020-07-03 00:00:00;284;2078;463;641;8777;2048;1337;291;120
2020-07-04 00:00:00;433;1996;518;694;10482;2563;1566;288;120
2020-07-05 00:00:00;349;1803;452;627;9369;2241;1337;236;105
2020-07-06 00:00:00;252;1686;349;503;7329;1703;1054;172;83
2020-07-07 00:00:00;264;2020;408;557;9264;2200;1197;232;88
2020-07-08 00:00:00;320;2113;428;595;9997;2361;1300;225;83
2020-07-09 00:00:00;314;2070;449;613;9027;2071;1353;249;114
2020-07-10 00:00:00;362;2131;501;680;10062;2410;1510;245;135
2020-07-11 00:00:00;212;1437;297;457;6344;1380;914;166;72
2020-07-12 00:00:00;358;1641;405;586;9162;2166;1253;235;77
2020-07-13 00:00:00;323;1941;391;537;8563;1953;1160;209;95
2020-07-14 00:00:00;368;2176;489;675;9833;2342;1345;282;119
2020-07-15 00:00:00;324;2127;462;631;9103;2089;1377;268;106
2020-07-16 00:00:00;313;1949;416;575;8947;2018;1166;231;109
2020-07-17 00:00:00;314;2004;435;585;8763;2017;1158;233;114
2020-07-18 00:00:00;326;1656;394;557;8462;1796;1082;217;91
2020-07-19 00:00:00;320;1600;386;554;7727;1726;1123;209;100
2020-07-20 00:00:00;306;1979;428;575;8801;2063;1175;231;122
2020-07-21 00:00:00;325;2071;455;610;9465;2100;1279;256;120
2020-07-22 00:00:00;398;2274;543;728;10163;2307;1517;305;164
2020-07-23 00:00:00;431;2318;556;734;10941;2531;1581;320;140
2020-07-24 00:00:00;398;2074;477;685;10580;2329;1396;255;121
2020-07-25 00:00:00;440;1947;520;707;9659;2401;1485;276;154
2020-07-26 00:00:00;379;2143;536;724;11037;2645;1574;267;142
2020-07-27 00:00:00;387;2142;512;694;10578;2413;1416;278;139
2020-07-28 00:00:00;330;2063;497;686;7801;1970;1253;288;157
2020-07-29 00:00:00;410;2269;553;723;10781;2634;1544;316;143
2020-07-30 00:00:00;401;2575;624;820;11781;2886;1743;373;158
2020-07-31 00:00:00;490;2602;646;855;12835;2963;1769;365;183
