"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2020-04-01 00:00:00;25;497;113;173;1297;300;235;69;57
2020-04-02 00:00:00;21;577;148;228;1539;388;341;90;65
2020-04-03 00:00:00;23;574;137;213;1474;380;328;70;68
2020-04-04 00:00:00;27;516;131;204;1429;320;293;92;55
2020-04-05 00:00:00;36;552;151;215;1718;431;331;80;75
2020-04-06 00:00:00;27;643;146;223;1620;388;391;91;60
2020-04-07 00:00:00;43;667;147;225;2160;468;435;83;50
2020-04-08 00:00:00;24;582;154;235;1679;347;322;103;75
2020-04-09 00:00:00;22;550;140;215;1494;383;307;90;64
2020-04-10 00:00:00;21;460;139;204;1270;355;307;85;68
2020-04-11 00:00:00;24;534;163;225;1449;415;320;79;85
2020-04-12 00:00:00;27;504;152;210;1525;395;319;80;78
2020-04-13 00:00:00;24;485;138;200;1375;325;292;79;72
2020-04-14 00:00:00;19;539;128;191;1411;308;276;79;63
2020-04-15 00:00:00;24;621;141;210;1870;459;377;76;54
2020-04-16 00:00:00;40;737;160;249;2201;536;453;111;48
2020-04-17 00:00:00;49;765;187;276;2533;584;467;121;72
2020-04-18 00:00:00;40;628;143;222;2172;492;404;85;47
2020-04-19 00:00:00;24;415;109;169;1383;343;260;50;49
2020-04-20 00:00:00;23;645;161;235;1528;355;339;88;90
2020-04-21 00:00:00;49;693;176;258;1965;473;447;98;81
2020-04-22 00:00:00;25;717;166;243;2348;514;402;95;58
2020-04-23 00:00:00;39;724;212;298;2348;529;450;109;73
2020-04-24 00:00:00;46;783;183;264;2470;574;490;101;72
2020-04-25 00:00:00;32;607;156;230;2237;504;402;69;48
2020-04-26 00:00:00;44;647;161;237;2385;571;425;76;67
2020-04-27 00:00:00;47;826;186;262;2395;551;503;109;72
2020-04-28 00:00:00;56;894;223;307;2983;676;551;139;92
2020-04-29 00:00:00;30;750;201;272;2051;477;451;117;94
2020-04-30 00:00:00;69;943;211;299;3264;746;590;114;77
