"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2019-11-01 00:00:00;422;1221;317;467;6697;1477;1027;158;76
2019-11-02 00:00:00;331;1185;320;450;6427;1390;1010;153;90
2019-11-03 00:00:00;473;1497;408;570;9458;2078;1316;184;104
2019-11-04 00:00:00;318;2104;389;540;8508;1938;1318;203;73
2019-11-05 00:00:00;181;1837;314;450;6091;1255;1059;160;77
2019-11-06 00:00:00;333;2273;447;629;8182;2076;1407;200;106
2019-11-07 00:00:00;332;2063;359;498;7329;1760;1177;148;93
2019-11-08 00:00:00;345;2114;399;568;7729;1766;1350;189;104
2019-11-09 00:00:00;305;1333;280;409;5190;1231;944;138;76
2019-11-10 00:00:00;337;1180;269;418;5383;1098;842;148;75
2019-11-11 00:00:00;237;1775;300;433;5481;1282;943;148;85
2019-11-12 00:00:00;164;1528;247;371;4128;955;809;115;82
2019-11-13 00:00:00;158;1297;244;358;4738;878;721;146;73
2019-11-14 00:00:00;270;1837;333;464;5838;1363;1067;188;95
2019-11-15 00:00:00;303;1972;378;532;6555;1600;1169;199;116
2019-11-16 00:00:00;372;1688;396;566;7097;1725;1288;217;104
2019-11-17 00:00:00;425;1885;457;654;8979;2192;1430;235;122
2019-11-18 00:00:00;286;1758;318;496;6166;1415;930;138;104
2019-11-19 00:00:00;213;1409;269;388;5196;1107;734;136;71
2019-11-20 00:00:00;236;1723;295;435;5346;1355;1003;158;70
2019-11-21 00:00:00;275;2081;347;505;7615;1735;1060;191;78
2019-11-22 00:00:00;557;2372;554;763;9660;2835;1870;281;107
2019-11-23 00:00:00;429;1715;446;623;6858;1978;1349;241;127
2019-11-24 00:00:00;487;1777;476;675;7955;2096;1450;250;131
2019-11-25 00:00:00;384;2186;568;752;8207;2081;1443;241;125
2019-11-26 00:00:00;297;2325;466;635;7206;2038;1377;238;111
2019-11-27 00:00:00;349;2278;458;647;7265;2014;1410;262;113
2019-11-28 00:00:00;354;2441;476;680;8796;2291;1484;246;112
2019-11-29 00:00:00;451;2480;546;749;8932;2547;1729;280;150
2019-11-30 00:00:00;527;1831;486;671;7524;2179;1495;284;124
